3ww3esz,split,question_id,track,topic_area,difficulty_level,difficulty_encoded,question_text,model_answer,student_answer,label,student_word_count,model_word_count,length_ratio,max_score
S02081,test,DA001,Data Analysis,Pandas,medium,1,What is a DataFrame in pandas?,"A DataFrame is a two-dimensional, size-mutable, tabular data structure with labeled axes (rows and columns) in pandas.",groupby groups data together but I'm not sure how the aggregation part works.,1,13,17,0.765,10
S02131,test,DA001,Data Analysis,Pandas,medium,1,What is a DataFrame in pandas?,"A DataFrame is a two-dimensional, size-mutable, tabular data structure with labeled axes (rows and columns) in pandas.",value_counts() returns the sum of all values in a column.,0,10,17,0.588,10
S05452,test,FE018,Front-End,CSS,hard,2,What is a CSS pseudo-class? Give examples.,"A pseudo-class styles elements based on state, such as :hover for mouse-over, :focus for inputs, and :nth-child() for position.","The box model only includes margin and padding, nothing else.",0,10,19,0.526,10
S00673,train,DA030,Data Analysis,EDA,hard,2,What is the difference between supervised and unsupervised learning?,Supervised learning trains on labeled data to predict outcomes. Unsupervised learning finds patterns in unlabeled data without predefined outputs.,EDA is only needed when the data has errors.,0,9,19,0.474,10
S07567,train,DA004,Data Analysis,Pandas,medium,1,How do you handle missing values in a pandas DataFrame?,"You can use dropna() to remove missing values, fillna() to replace them, or interpolate() to estimate them.",Pandas can only handle datasets under 10MB.,0,7,17,0.412,10
S00909,train,DA021,Data Analysis,SQL,easy,0,What is SQL and what is it used for?,"SQL is a language used to manage and query relational databases, performing SELECT, INSERT, UPDATE, and DELETE operations.","SQL lets you query and manage relational databases using a set of commands. SELECT, INSERT, UPDATE, and DELETE are the four basic data manipulation operations.",2,25,18,1.389,10
S05200,train,DA027,Data Analysis,EDA,easy,0,What is Exploratory Data Analysis (EDA)?,"EDA analyzes datasets to summarize characteristics, find patterns, detect anomalies, and test hypotheses using visual and statistical methods.","In EDA, you should never look at the raw data directly.",0,11,18,0.611,10
S05214,train,DA027,Data Analysis,EDA,easy,0,What is Exploratory Data Analysis (EDA)?,"EDA analyzes datasets to summarize characteristics, find patterns, detect anomalies, and test hypotheses using visual and statistical methods.","EDA uses statistical summaries and visualizations to understand data properties, check assumptions, and generate hypotheses.",2,15,18,0.833,10
S05013,test,FE010,Front-End,CSS,easy,0,What is the CSS box model?,"The CSS box model describes rectangular boxes consisting of content, padding, border, and margin from inside out.",Absolutely positioned elements are removed from the document flow and positioned relative to the nearest ancestor with a non-static position.,2,20,17,1.176,10
S06492,train,FE029,Front-End,JavaScript,hard,2,What is closure in JavaScript?,A closure is a function that retains access to its outer scope variables even after the outer function has finished executing.,"The DOM is an in-memory tree representation of the HTML document. JavaScript uses it to read and modify elements, attributes, and content.",2,22,21,1.048,10
S00291,train,FE023,Front-End,JavaScript,medium,1,What is the difference between == and === in JavaScript?,"== compares values with type coercion. === compares both value and type without coercion, making it stricter.",Callbacks are functions passed to other functions to be called at a later time — commonly used in event handling and async operations.,2,23,17,1.353,10
S03094,train,DA024,Data Analysis,SQL,medium,1,What is a JOIN in SQL? Name the types.,"A JOIN combines rows from two tables. Types include INNER JOIN, LEFT JOIN, RIGHT JOIN, and FULL OUTER JOIN.",SQL files are executed by web browsers directly.,0,8,19,0.421,10
S05206,train,DA027,Data Analysis,EDA,easy,0,What is Exploratory Data Analysis (EDA)?,"EDA analyzes datasets to summarize characteristics, find patterns, detect anomalies, and test hypotheses using visual and statistical methods.",Unsupervised learning is just supervised learning without labels.,0,8,18,0.444,10
S00475,test,FE006,Front-End,HTML,medium,1,What are HTML forms used for?,"HTML forms collect user input through fields, checkboxes, and buttons, then submit data to a server for processing.",Links always open in a new tab by default.,0,9,18,0.5,10
S07141,train,FE022,Front-End,JavaScript,medium,1,What is an event listener in JavaScript?,An event listener waits for a specific event on an element and executes a callback function when the event occurs.,Optional chaining (?.) throws an error if a property is undefined.,0,11,20,0.55,10
S05667,train,DA029,Data Analysis,EDA,hard,2,What is feature engineering?,"Feature engineering creates, transforms, or selects variables from raw data to improve machine learning model performance.","Data cleaning ensures your dataset is accurate, consistent, and complete before analysis.",2,12,16,0.75,10
S06185,train,FE026,Front-End,JavaScript,medium,1,What is async/await in JavaScript?,async/await is syntactic sugar over Promises that allows writing asynchronous code in a synchronous readable style.,JavaScript enables dynamic content and interactivity in web pages.,1,9,16,0.562,10
S03451,train,DA018,Data Analysis,Statistics,medium,1,What is the difference between variance and standard deviation?,"Variance is the average of squared differences from the mean. Standard deviation is the square root of variance, in the same units as the data.",Mode is always unique in a dataset.,0,7,25,0.28,10
S08106,train,FE031,Front-End,React,easy,0,What is React and what is it used for?,React is a JavaScript library for building user interfaces. It uses a component-based architecture and a virtual DOM to efficiently render and update UI.,"React is a JS library developed by Facebook for building fast, interactive UIs. Its component model promotes reusability, and the virtual DOM minimizes expensive real DOM operations.",2,27,24,1.125,10
S00494,test,FE006,Front-End,HTML,medium,1,What are HTML forms used for?,"HTML forms collect user input through fields, checkboxes, and buttons, then submit data to a server for processing.",HTML defines the structure of web content using nested elements.,1,10,18,0.556,10
S04451,train,DA008,Data Analysis,Pandas,hard,2,What is a pivot table and how is it created in pandas?,"A pivot table reshapes data by aggregating values. It is created using pd.pivot_table() with index, columns, and aggfunc parameters.",groupby() lets you group and summarize data by one or more columns.,1,12,19,0.632,10
S03111,train,DA028,Data Analysis,EDA,easy,0,What is data cleaning?,"Data cleaning handles missing values, removes duplicates, corrects errors, and transforms data to ensure quality and consistency.",Supervised learning algorithms learn from labeled data to make predictions or classifications on new data.,2,15,17,0.882,10
S05618,train,DA029,Data Analysis,EDA,hard,2,What is feature engineering?,"Feature engineering creates, transforms, or selects variables from raw data to improve machine learning model performance.",Data cleaning is necessary before any analysis or modeling.,1,9,16,0.562,10
S03251,test,FE024,Front-End,JavaScript,medium,1,What is a callback function in JavaScript?,A callback is a function passed as an argument to another function and executed after that function completes.,let and const were introduced in ES6 to fix problems with var.,1,12,18,0.667,10
S04965,test,FE015,Front-End,CSS,medium,1,What is CSS specificity?,CSS specificity determines which style rules apply when multiple rules target the same element. Inline > ID > class > element.,An element with position:absolute is removed from document flow and placed relative to the nearest positioned ancestor's edges.,2,18,21,0.857,10
S05700,train,FE021,Front-End,JavaScript,easy,0,What is the DOM?,The DOM is a tree-like representation of an HTML document that JavaScript manipulates to change content and structure.,undefined indicates a variable was declared but never assigned. null is assigned intentionally to represent 'nothing' — a deliberate empty value.,2,21,18,1.167,10
S04217,train,DA022,Data Analysis,SQL,easy,0,What does the SELECT statement do in SQL?,"The SELECT statement retrieves data from one or more tables with optional filtering, sorting, and aggregation.",SQL is used for databases and I know you can SELECT and UPDATE with it.,1,15,16,0.938,10
